gene	species	dN	dS	dNdS
ENSGACG00000001883_ENSGACT00000008603	pun	0.0016	0.0045	0.3590
ENSGACG00000001883_ENSGACT00000008603	sin	0.0000	0.0000	0.0010
ENSGACG00000001884_ENSGACT00000008203	ref	0.0069	0.1003	0.0692
ENSGACG00000001884_ENSGACT00000008203	pun	0.0000	0.0170	0.0010
ENSGACG00000001884_ENSGACT00000008203	sin	0.0000	0.0403	0.0010
ENSGACG00000001885_ENSGACT00000008643	ref	0.0554	0.1818	0.3047
ENSGACG00000001885_ENSGACT00000008643	pun	0.0001	0.1336	0.0010
ENSGACG00000001885_ENSGACT00000008643	sin	0.0000	0.0416	0.0010
ENSGACG00000001886_ENSGACT00000008636	ref	0.0009	0.0701	0.0128
ENSGACG00000001886_ENSGACT00000008636	pun	0.0009	0.0099	0.0955
ENSGACG00000001886_ENSGACT00000008636	sin	0.0000	0.0000	0.0325
ENSGACG00000001893_ENSGACT00000008643	ref	0.0000	0.0000	0.0010
ENSGACG00000001893_ENSGACT00000008643	pun	0.0000	0.0000	0.0540
ENSGACG00000001893_ENSGACT00000008643	sin	0.0000	0.0000	0.0010
ENSGACG00000001895_ENSGACT00000008636	ref	0.0197	0.1661	0.1183
ENSGACG00000001895_ENSGACT00000008636	pun	0.0083	0.0217	0.3822
ENSGACG00000001895_ENSGACT00000008636	sin	0.0055	0.0001	99.0000
ENSGACG00000001896_ENSGACT00000008636	ref	0.0004	0.3877	0.0010
ENSGACG00000001896_ENSGACT00000008636	pun	0.0001	0.0701	0.0010
ENSGACG00000001896_ENSGACT00000008636	sin	0.0000	0.0332	0.0010
ENSGACG00000001900_ENSGACT00000008658	ref	0.0062	0.1164	0.0535
ENSGACG00000001900_ENSGACT00000008658	pun	0.0000	0.0101	0.0010
ENSGACG00000001900_ENSGACT00000008658	sin	0.0000	0.0073	0.0010
ENSGACG00000001901_ENSGACT00000008658	ref	0.0019	0.1690	0.0112
ENSGACG00000001901_ENSGACT00000008658	pun	0.0000	0.0084	0.0010
ENSGACG00000001901_ENSGACT00000008658	sin	0.0000	0.0083	0.0010
ENSGACG00000001902_ENSGACT00000006290	ref	0.0041	0.0623	0.0658
ENSGACG00000001902_ENSGACT00000006290	pun	0.0000	0.0000	69.7070
ENSGACG00000001902_ENSGACT00000006290	sin	0.0000	0.0000	4.2156
ENSGACG00000001904_ENSGACT00000008658	ref	0.0138	0.1006	0.1368
ENSGACG00000001904_ENSGACT00000008658	pun	0.0008	0.0174	0.0472
ENSGACG00000001904_ENSGACT00000008658	sin	0.0000	0.0102	0.0010
ENSGACG00000001907_ENSGACT00000006282	ref	0.0000	0.0000	0.0010
ENSGACG00000001907_ENSGACT00000006282	pun	0.0000	0.0000	0.0010
ENSGACG00000001907_ENSGACT00000006282	sin	0.0000	0.0000	0.0010
ENSGACG00000001910_ENSGACT00000006296	ref	0.0000	0.0000	0.0010
ENSGACG00000001910_ENSGACT00000006296	pun	0.0000	0.0000	0.0432
ENSGACG00000001910_ENSGACT00000006296	sin	0.0000	0.0000	0.0010
ENSGACG00000001913_ENSGACT00000006302	ref	0.0000	0.0000	0.1347
ENSGACG00000001913_ENSGACT00000006302	pun	0.0000	0.0000	0.0010
ENSGACG00000001913_ENSGACT00000006302	sin	0.0000	0.0000	0.0010
ENSGACG00000001913_ENSGACT00000006338	ref	0.0024	0.0245	0.0976
ENSGACG00000001913_ENSGACT00000006338	pun	0.0000	0.0128	0.0010
ENSGACG00000001913_ENSGACT00000006338	sin	0.0000	0.0000	0.0117
ENSGACG00000001917_ENSGACT00000008273	ref	0.0221	0.1393	0.1587
ENSGACG00000001917_ENSGACT00000008273	pun	0.0081	0.0334	0.2427
ENSGACG00000001917_ENSGACT00000008273	sin	0.0045	0.0229	0.1952
ENSGACG00000001919_ENSGACT00000006359	ref	0.0000	0.0000	0.0010
ENSGACG00000001919_ENSGACT00000006359	pun	0.0000	0.0000	0.0010
ENSGACG00000001919_ENSGACT00000006359	sin	0.0000	0.0000	0.0010
ENSGACG00000001919_ENSGACT00000006364	ref	0.0000	0.0000	0.3086
ENSGACG00000001919_ENSGACT00000006364	pun	0.0000	0.0000	0.1621
ENSGACG00000001919_ENSGACT00000006364	sin	0.0000	0.0000	0.0656
ENSGACG00000001921_ENSGACT00000006374	ref	0.0000	0.0000	0.1003
ENSGACG00000001921_ENSGACT00000006374	pun	0.0000	0.0000	0.0010
ENSGACG00000001921_ENSGACT00000006374	sin	0.0000	0.0000	0.0010
ENSGACG00000001922_ENSGACT00000006364	ref	0.0000	0.0000	0.9812
ENSGACG00000001922_ENSGACT00000006364	pun	0.0000	0.0000	0.7932
ENSGACG00000001922_ENSGACT00000006364	sin	0.0000	0.0000	0.6219
ENSGACG00000001922_ENSGACT00000006374	ref	0.0000	0.0000	0.0369
ENSGACG00000001922_ENSGACT00000006374	pun	0.0000	0.0000	0.0010
ENSGACG00000001922_ENSGACT00000006374	sin	0.0000	0.0000	0.0010
ENSGACG00000001923_ENSGACT00000006387	ref	0.0149	0.1334	0.1120
ENSGACG00000001923_ENSGACT00000006387	pun	0.0074	0.0986	0.0752
ENSGACG00000001923_ENSGACT00000006387	sin	0.0056	0.0467	0.1201
ENSGACG00000001923_ENSGACT00000006397	ref	0.0135	0.1697	0.0794
ENSGACG00000001923_ENSGACT00000006397	pun	0.0057	0.1058	0.0542
ENSGACG00000001923_ENSGACT00000006397	sin	0.0058	0.0504	0.1148
ENSGACG00000001925_ENSGACT00000008273	ref	0.0287	0.1590	0.1809
ENSGACG00000001925_ENSGACT00000008273	pun	0.0105	0.0500	0.2100
ENSGACG00000001925_ENSGACT00000008273	sin	0.0069	0.0232	0.2971
ENSGACG00000001926_ENSGACT00000008726	ref	0.0064	0.0805	0.0797
ENSGACG00000001926_ENSGACT00000008726	pun	0.0000	0.0464	0.0010
ENSGACG00000001926_ENSGACT00000008726	sin	0.0000	0.0000	0.0010
ENSGACG00000001928_ENSGACT00000006387	ref	0.0002	0.1821	0.0010
ENSGACG00000001928_ENSGACT00000006387	pun	0.0001	0.1205	0.0010
ENSGACG00000001928_ENSGACT00000006387	sin	0.0000	0.0390	0.0010
ENSGACG00000001932_ENSGACT00000006405	ref	0.0018	0.0065	0.2780
ENSGACG00000001932_ENSGACT00000006405	pun	0.0017	0.0000	99.0000
ENSGACG00000001932_ENSGACT00000006405	sin	0.0000	0.0000	1.9721
ENSGACG00000001935_ENSGACT00000006411	ref	0.0000	0.0000	0.0010
ENSGACG00000001935_ENSGACT00000006411	pun	0.0000	0.0000	0.0547
ENSGACG00000001935_ENSGACT00000006411	sin	0.0000	0.0000	0.0010
ENSGACG00000001937_ENSGACT00000006446	ref	0.0000	0.0000	0.0608
ENSGACG00000001937_ENSGACT00000006446	pun	0.0000	0.0000	0.0905
ENSGACG00000001937_ENSGACT00000006446	sin	0.0000	0.0000	0.0010
ENSGACG00000001940_ENSGACT00000008303	ref	0.0033	0.0345	0.0969
ENSGACG00000001940_ENSGACT00000008303	pun	0.0000	0.0000	99.0000
ENSGACG00000001940_ENSGACT00000008303	sin	0.0000	0.0000	2.0005
ENSGACG00000001941_ENSGACT00000006437	ref	0.0000	0.0000	0.5664
ENSGACG00000001941_ENSGACT00000006437	pun	0.0000	0.0000	0.4854
ENSGACG00000001941_ENSGACT00000006437	sin	0.0000	0.0000	0.3897
ENSGACG00000001943_ENSGACT00000008764	ref	0.0261	0.0269	0.9680
ENSGACG00000001943_ENSGACT00000008764	pun	0.0000	0.0000	1.1102
ENSGACG00000001943_ENSGACT00000008764	sin	0.0000	0.0000	0.9748
ENSGACG00000001947_ENSGACT00000006443	ref	0.0195	0.0515	0.3795
ENSGACG00000001947_ENSGACT00000006443	pun	0.0000	0.0268	0.0010
ENSGACG00000001947_ENSGACT00000006443	sin	0.0000	0.0000	2.7149
ENSGACG00000001948_ENSGACT00000008771	ref	0.0035	0.0471	0.0741
ENSGACG00000001948_ENSGACT00000008771	pun	0.0018	0.0243	0.0737
ENSGACG00000001948_ENSGACT00000008771	sin	0.0018	0.0184	0.0965
ENSGACG00000001949_ENSGACT00000008317	ref	0.0276	0.1466	0.1885
ENSGACG00000001949_ENSGACT00000008317	pun	0.0137	0.0582	0.2349
ENSGACG00000001949_ENSGACT00000008317	sin	0.0059	0.0223	0.2656
ENSGACG00000001955_ENSGACT00000008780	ref	0.0045	0.1562	0.0287
ENSGACG00000001955_ENSGACT00000008780	pun	0.0000	0.0248	0.0010
ENSGACG00000001955_ENSGACT00000008780	sin	0.0000	0.0091	0.0010
ENSGACG00000001956_ENSGACT00000008328	ref	0.0197	0.1351	0.1460
ENSGACG00000001956_ENSGACT00000008328	pun	0.0052	0.0761	0.0687
ENSGACG00000001956_ENSGACT00000008328	sin	0.0035	0.0227	0.1533
ENSGACG00000001966_ENSGACT00000008341	ref	0.0572	0.0418	1.3683
ENSGACG00000001966_ENSGACT00000008341	pun	0.0070	0.0148	0.4717
ENSGACG00000001966_ENSGACT00000008341	sin	0.0000	0.0000	0.0010
ENSGACG00000001968_ENSGACT00000006549	ref	0.0253	0.0003	99.0000
ENSGACG00000001968_ENSGACT00000006549	pun	0.0001	0.1001	0.0010
ENSGACG00000001968_ENSGACT00000006549	sin	0.0000	0.0000	0.0010
ENSGACG00000001969_ENSGACT00000008361	ref	0.0181	0.1349	0.1344
ENSGACG00000001969_ENSGACT00000008361	pun	0.0030	0.0396	0.0768
ENSGACG00000001969_ENSGACT00000008361	sin	0.0006	0.0027	0.2121
ENSGACG00000001971_ENSGACT00000006566	ref	0.0224	0.0802	0.2797
ENSGACG00000001971_ENSGACT00000006566	pun	0.0024	0.0109	0.2171
ENSGACG00000001971_ENSGACT00000006566	sin	0.0012	0.0112	0.1038
ENSGACG00000001973_ENSGACT00000006579	ref	0.0000	0.0000	0.3359
ENSGACG00000001973_ENSGACT00000006579	pun	0.0000	0.0000	0.3054
ENSGACG00000001973_ENSGACT00000006579	sin	0.0000	0.0000	0.2499
ENSGACG00000001974_ENSGACT00000008358	ref	0.0193	0.0922	0.2094
ENSGACG00000001974_ENSGACT00000008358	pun	0.0040	0.0296	0.1352
ENSGACG00000001974_ENSGACT00000008358	sin	0.0000	0.0000	0.1464
ENSGACG00000001974_ENSGACT00000008361	ref	0.0146	0.0735	0.1984
ENSGACG00000001974_ENSGACT00000008361	pun	0.0025	0.0179	0.1418
ENSGACG00000001974_ENSGACT00000008361	sin	0.0000	0.0056	0.0010
ENSGACG00000001975_ENSGACT00000008815	ref	0.0423	0.2232	0.1897
ENSGACG00000001975_ENSGACT00000008815	pun	0.0043	0.0583	0.0731
ENSGACG00000001975_ENSGACT00000008815	sin	0.0028	0.0125	0.2263
ENSGACG00000001976_ENSGACT00000006592	ref	0.0000	0.0000	0.0010
ENSGACG00000001976_ENSGACT00000006592	pun	0.0000	0.0000	0.0010
ENSGACG00000001976_ENSGACT00000006592	sin	0.0000	0.0000	0.0010
ENSGACG00000001978_ENSGACT00000006592	ref	0.0000	0.0000	0.0010
ENSGACG00000001978_ENSGACT00000006592	pun	0.0000	0.0000	0.0010
ENSGACG00000001978_ENSGACT00000006592	sin	0.0000	0.0000	0.0010
ENSGACG00000001979_ENSGACT00000006598	ref	0.0000	0.0000	0.1037
ENSGACG00000001979_ENSGACT00000006598	pun	0.0000	0.0000	0.1348
ENSGACG00000001979_ENSGACT00000006598	sin	0.0000	0.0000	0.0010
ENSGACG00000001981_ENSGACT00000006598	ref	0.0085	0.1575	0.0539
ENSGACG00000001981_ENSGACT00000006598	pun	0.0028	0.0273	0.1038
ENSGACG00000001981_ENSGACT00000006598	sin	0.0009	0.0155	0.0608
ENSGACG00000001984_ENSGACT00000006611	ref	0.0500	0.1139	0.4386
ENSGACG00000001984_ENSGACT00000006611	pun	0.0111	0.0162	0.6839
ENSGACG00000001984_ENSGACT00000006611	sin	0.0059	0.0110	0.5345
ENSGACG00000001985_ENSGACT00000008836	ref	0.0026	0.1196	0.0220
ENSGACG00000001985_ENSGACT00000008836	pun	0.0001	0.0509	0.0010
ENSGACG00000001985_ENSGACT00000008836	sin	0.0000	0.0262	0.0010
ENSGACG00000001987_ENSGACT00000006611	ref	0.0029	0.1248	0.0236
ENSGACG00000001987_ENSGACT00000006611	pun	0.0016	0.0205	0.0775
ENSGACG00000001987_ENSGACT00000006611	sin	0.0016	0.0246	0.0647
ENSGACG00000001990_ENSGACT00000006617	ref	0.0174	0.2060	0.0845
ENSGACG00000001990_ENSGACT00000006617	pun	0.0000	0.0486	0.0010
ENSGACG00000001990_ENSGACT00000006617	sin	0.0000	0.0486	0.0010
ENSGACG00000001993_ENSGACT00000006677	ref	0.0032	0.0776	0.0407
ENSGACG00000001993_ENSGACT00000006677	pun	0.0016	0.0241	0.0644
ENSGACG00000001993_ENSGACT00000006677	sin	0.0015	0.0060	0.2558
ENSGACG00000001997_ENSGACT00000008559	ref	0.0241	0.1768	0.1366
ENSGACG00000001997_ENSGACT00000008559	pun	0.0081	0.0563	0.1434
ENSGACG00000001997_ENSGACT00000008559	sin	0.0028	0.0331	0.0840
ENSGACG00000001999_ENSGACT00000008892	ref	0.0177	0.1239	0.1430
ENSGACG00000001999_ENSGACT00000008892	pun	0.0041	0.0742	0.0555
ENSGACG00000001999_ENSGACT00000008892	sin	0.0081	0.0398	0.2039
ENSGACG00000001999_ENSGACT00000008907	ref	0.0001	0.0618	0.0010
ENSGACG00000001999_ENSGACT00000008907	pun	0.0000	0.0088	0.0010
ENSGACG00000001999_ENSGACT00000008907	sin	0.0000	0.0087	0.0010
ENSGACG00000002000_ENSGACT00000008570	ref	0.0041	0.1915	0.0216
ENSGACG00000002000_ENSGACT00000008570	pun	0.0000	0.0000	0.0010
ENSGACG00000002000_ENSGACT00000008570	sin	0.0000	0.0000	0.0010
ENSGACG00000002000_ENSGACT00000008629	ref	0.0217	0.1166	0.1864
ENSGACG00000002000_ENSGACT00000008629	pun	0.0055	0.0229	0.2388
ENSGACG00000002000_ENSGACT00000008629	sin	0.0015	0.0201	0.0760
ENSGACG00000002002_ENSGACT00000006831	ref	0.0056	0.5129	0.0109
ENSGACG00000002002_ENSGACT00000006831	pun	0.0000	0.0459	0.0010
ENSGACG00000002002_ENSGACT00000006831	sin	0.0001	0.0786	0.0010
ENSGACG00000002003_ENSGACT00000006827	ref	0.0100	0.1379	0.0727
ENSGACG00000002003_ENSGACT00000006827	pun	0.0006	0.0452	0.0138
ENSGACG00000002003_ENSGACT00000006827	sin	0.0019	0.0308	0.0612
ENSGACG00000002007_ENSGACT00000008941	ref	0.0254	0.1515	0.1675
ENSGACG00000002007_ENSGACT00000008941	pun	0.0082	0.0146	0.5624
ENSGACG00000002007_ENSGACT00000008941	sin	0.0029	0.0120	0.2441
ENSGACG00000002009_ENSGACT00000008941	ref	0.0455	0.1762	0.2584
ENSGACG00000002009_ENSGACT00000008941	pun	0.0169	0.0270	0.6255
ENSGACG00000002009_ENSGACT00000008941	sin	0.0000	0.0107	0.0010
ENSGACG00000002010_ENSGACT00000006862	ref	0.0131	0.1479	0.0884
ENSGACG00000002010_ENSGACT00000006862	pun	0.0042	0.0000	99.0000
ENSGACG00000002010_ENSGACT00000006862	sin	0.0092	0.0162	0.5634
ENSGACG00000002011_ENSGACT00000008946	ref	0.0110	0.1912	0.0576
ENSGACG00000002011_ENSGACT00000008946	pun	0.0027	0.0099	0.2705
ENSGACG00000002011_ENSGACT00000008946	sin	0.0000	0.0171	0.0010
ENSGACG00000002012_ENSGACT00000008672	ref	0.0076	0.1807	0.0421
ENSGACG00000002012_ENSGACT00000008672	pun	0.0035	0.0000	99.0000
ENSGACG00000002012_ENSGACT00000008672	sin	0.0000	0.0080	0.0010
ENSGACG00000002015_ENSGACT00000008962	ref	0.0047	0.1236	0.0380
ENSGACG00000002015_ENSGACT00000008962	pun	0.0006	0.0138	0.0428
ENSGACG00000002015_ENSGACT00000008962	sin	0.0006	0.0144	0.0404
ENSGACG00000002019_ENSGACT00000015059	ref	0.0056	0.2638	0.0212
ENSGACG00000002019_ENSGACT00000015059	pun	0.0000	0.0221	0.0010
ENSGACG00000002019_ENSGACT00000015059	sin	0.0000	0.0410	0.0010
ENSGACG00000002020_ENSGACT00000015055	ref	0.0194	0.1164	0.1666
ENSGACG00000002020_ENSGACT00000015055	pun	0.0100	0.0251	0.3994
ENSGACG00000002020_ENSGACT00000015055	sin	0.0101	0.0318	0.3191
ENSGACG00000002024_ENSGACT00000008682	ref	0.0111	0.1479	0.0751
ENSGACG00000002024_ENSGACT00000008682	pun	0.0035	0.0455	0.0776
ENSGACG00000002024_ENSGACT00000008682	sin	0.0028	0.0181	0.1551
ENSGACG00000002025_ENSGACT00000008990	ref	0.0001	0.1045	0.0010
ENSGACG00000002025_ENSGACT00000008990	pun	0.0000	0.0137	0.0010
ENSGACG00000002025_ENSGACT00000008990	sin	0.0024	0.0091	0.2617
ENSGACG00000002029_ENSGACT00000006862	ref	0.0356	0.1201	0.2960
ENSGACG00000002029_ENSGACT00000006862	pun	0.0044	0.0163	0.2685
ENSGACG00000002029_ENSGACT00000006862	sin	0.0033	0.0436	0.0749
ENSGACG00000002031_ENSGACT00000008682	ref	0.0000	0.0000	0.1154
ENSGACG00000002031_ENSGACT00000008682	pun	0.0000	0.0000	0.1396
ENSGACG00000002031_ENSGACT00000008682	sin	0.0000	0.0000	0.0010
ENSGACG00000002032_ENSGACT00000015055	ref	0.0216	0.1402	0.1541
ENSGACG00000002032_ENSGACT00000015055	pun	0.0211	0.0217	0.9735
ENSGACG00000002032_ENSGACT00000015055	sin	0.0108	0.0423	0.2540
ENSGACG00000002033_ENSGACT00000015021	ref	0.0002	0.1847	0.0010
ENSGACG00000002033_ENSGACT00000015021	pun	0.0000	0.0249	0.0010
ENSGACG00000002033_ENSGACT00000015021	sin	0.0000	0.0249	0.0010
ENSGACG00000002034_ENSGACT00000006875	ref	0.0000	0.0000	99.0000
ENSGACG00000002034_ENSGACT00000006875	pun	0.0000	0.0000	2.0001
ENSGACG00000002034_ENSGACT00000006875	sin	0.0000	0.0000	1.5282
ENSGACG00000002043_ENSGACT00000014973	ref	0.0175	0.1112	0.1570
ENSGACG00000002043_ENSGACT00000014973	pun	0.0000	0.0314	0.0010
ENSGACG00000002043_ENSGACT00000014973	sin	0.0026	0.0087	0.2989
ENSGACG00000002046_ENSGACT00000014919	ref	0.0000	0.0000	0.0010
ENSGACG00000002046_ENSGACT00000014919	pun	0.0000	0.0000	0.0010
ENSGACG00000002046_ENSGACT00000014919	sin	0.0000	0.0000	0.0010
ENSGACG00000002048_ENSGACT00000008784	ref	0.0072	0.2151	0.0335
ENSGACG00000002048_ENSGACT00000008784	pun	0.0001	0.0958	0.0010
ENSGACG00000002048_ENSGACT00000008784	sin	0.0077	0.0774	0.0990
ENSGACG00000002050_ENSGACT00000006934	ref	0.0048	0.0831	0.0575
ENSGACG00000002050_ENSGACT00000006934	pun	0.0000	0.0000	0.0010
ENSGACG00000002050_ENSGACT00000006934	sin	0.0000	0.0133	0.0010
ENSGACG00000002051_ENSGACT00000009037	ref	0.0635	0.0604	1.0511
ENSGACG00000002051_ENSGACT00000009037	pun	0.0035	0.0311	0.1129
ENSGACG00000002051_ENSGACT00000009037	sin	0.0069	0.0078	0.8873
ENSGACG00000002059_ENSGACT00000009061	ref	0.0147	0.0921	0.1592
ENSGACG00000002059_ENSGACT00000009061	pun	0.0042	0.0110	0.3831
ENSGACG00000002059_ENSGACT00000009061	sin	0.0028	0.0150	0.1874
ENSGACG00000002060_ENSGACT00000008832	ref	0.0052	0.0957	0.0543
ENSGACG00000002060_ENSGACT00000008832	pun	0.0001	0.0749	0.0010
ENSGACG00000002060_ENSGACT00000008832	sin	0.0000	0.0000	0.1788
ENSGACG00000002064_ENSGACT00000009098	ref	0.0094	0.1356	0.0691
ENSGACG00000002064_ENSGACT00000009098	pun	0.0035	0.0277	0.1269
ENSGACG00000002064_ENSGACT00000009098	sin	0.0035	0.0198	0.1783
ENSGACG00000002065_ENSGACT00000009098	ref	0.0361	0.1288	0.2803
ENSGACG00000002065_ENSGACT00000009098	pun	0.0075	0.0166	0.4531
ENSGACG00000002065_ENSGACT00000009098	sin	0.0052	0.0169	0.3060
ENSGACG00000002066_ENSGACT00000014919	ref	0.0000	0.0000	0.1506
ENSGACG00000002066_ENSGACT00000014919	pun	0.0000	0.0000	0.0010
ENSGACG00000002066_ENSGACT00000014919	sin	0.0000	0.0000	0.0010
ENSGACG00000002068_ENSGACT00000014915	ref	0.0000	0.0000	1.1212
ENSGACG00000002068_ENSGACT00000014915	pun	0.0000	0.0000	0.0010
ENSGACG00000002068_ENSGACT00000014915	sin	0.0000	0.0000	0.0010
ENSGACG00000002068_ENSGACT00000014919	ref	0.0000	0.0000	0.3037
ENSGACG00000002068_ENSGACT00000014919	pun	0.0000	0.0000	0.2848
ENSGACG00000002068_ENSGACT00000014919	sin	0.0000	0.0000	0.0010
ENSGACG00000002069_ENSGACT00000008875	ref	0.0353	0.0968	0.3647
ENSGACG00000002069_ENSGACT00000008875	pun	0.0101	0.0094	1.0788
ENSGACG00000002069_ENSGACT00000008875	sin	0.0045	0.0000	99.0000
ENSGACG00000002070_ENSGACT00000014915	ref	0.0000	0.0000	99.0000
ENSGACG00000002070_ENSGACT00000014915	pun	0.0000	0.0000	2.0001
ENSGACG00000002070_ENSGACT00000014915	sin	0.0000	0.0000	1.5270
ENSGACG00000002071_ENSGACT00000009098	ref	0.0104	0.1660	0.0627
ENSGACG00000002071_ENSGACT00000009098	pun	0.0010	0.0114	0.0897
ENSGACG00000002071_ENSGACT00000009098	sin	0.0023	0.0034	0.6870
ENSGACG00000002073_ENSGACT00000008891	ref	0.0001	0.1159	0.0010
ENSGACG00000002073_ENSGACT00000008891	pun	0.0000	0.0263	0.0010
ENSGACG00000002073_ENSGACT00000008891	sin	0.0000	0.0000	0.0010
ENSGACG00000002074_ENSGACT00000007000	ref	0.0079	0.2171	0.0366
ENSGACG00000002074_ENSGACT00000007000	pun	0.0000	0.0410	0.0010
ENSGACG00000002074_ENSGACT00000007000	sin	0.0000	0.0456	0.0010
ENSGACG00000002075_ENSGACT00000009138	ref	0.0083	0.0946	0.0881
ENSGACG00000002075_ENSGACT00000009138	pun	0.0054	0.0186	0.2900
ENSGACG00000002075_ENSGACT00000009138	sin	0.0041	0.0181	0.2255
ENSGACG00000002076_ENSGACT00000014909	ref	0.0000	0.0000	0.1173
ENSGACG00000002076_ENSGACT00000014909	pun	0.0000	0.0000	0.0010
ENSGACG00000002076_ENSGACT00000014909	sin	0.0000	0.0000	0.0010
ENSGACG00000002078_ENSGACT00000014909	ref	0.0000	0.0000	0.0010
ENSGACG00000002078_ENSGACT00000014909	pun	0.0000	0.0000	0.0010
ENSGACG00000002078_ENSGACT00000014909	sin	0.0000	0.0000	0.0010
ENSGACG00000002079_ENSGACT00000009155	ref	0.0214	0.1279	0.1674
ENSGACG00000002079_ENSGACT00000009155	pun	0.0076	0.0227	0.3343
ENSGACG00000002079_ENSGACT00000009155	sin	0.0044	0.0118	0.3735
ENSGACG00000002081_ENSGACT00000014909	ref	0.0000	0.0000	2.0000
ENSGACG00000002081_ENSGACT00000014909	pun	0.0000	0.0000	1.5594
ENSGACG00000002081_ENSGACT00000014909	sin	0.0000	0.0000	99.0000
ENSGACG00000002082_ENSGACT00000014909	ref	0.0000	0.0000	0.0010
ENSGACG00000002082_ENSGACT00000014909	pun	0.0000	0.0000	0.0010
ENSGACG00000002082_ENSGACT00000014909	sin	0.0000	0.0000	0.0010
ENSGACG00000002083_ENSGACT00000014909	ref	0.0000	0.0000	2.0001
ENSGACG00000002083_ENSGACT00000014909	pun	0.0000	0.0282	0.0010
ENSGACG00000002083_ENSGACT00000014909	sin	0.0000	0.0282	0.0010
ENSGACG00000002085_ENSGACT00000007005	ref	0.0001	0.0727	0.0010
ENSGACG00000002085_ENSGACT00000007005	pun	0.0000	0.0000	0.1179
ENSGACG00000002085_ENSGACT00000007005	sin	0.0000	0.0308	0.0010
ENSGACG00000002086_ENSGACT00000014898	ref	0.0000	0.0000	0.9113
ENSGACG00000002086_ENSGACT00000014898	pun	0.0000	0.0000	0.7101
ENSGACG00000002086_ENSGACT00000014898	sin	0.0000	0.0000	0.5599
ENSGACG00000002089_ENSGACT00000007124	ref	0.0051	0.1374	0.0368
ENSGACG00000002089_ENSGACT00000007124	pun	0.0000	0.0297	0.0010
ENSGACG00000002089_ENSGACT00000007124	sin	0.0000	0.0461	0.0010
ENSGACG00000002091_ENSGACT00000009162	ref	0.0143	0.1375	0.1040
ENSGACG00000002091_ENSGACT00000009162	pun	0.0030	0.0252	0.1211
ENSGACG00000002091_ENSGACT00000009162	sin	0.0029	0.0149	0.1944
ENSGACG00000002092_ENSGACT00000014891	ref	0.0000	0.0000	0.0010
ENSGACG00000002092_ENSGACT00000014891	pun	0.0000	0.0000	0.0634
ENSGACG00000002092_ENSGACT00000014891	sin	0.0000	0.0000	0.0010
ENSGACG00000002094_ENSGACT00000008995	ref	0.0439	0.1261	0.3480
ENSGACG00000002094_ENSGACT00000008995	pun	0.0128	0.0670	0.1911
ENSGACG00000002094_ENSGACT00000008995	sin	0.0013	0.0072	0.1740
ENSGACG00000002095_ENSGACT00000008995	ref	0.0118	0.2121	0.0555
ENSGACG00000002095_ENSGACT00000008995	pun	0.0000	0.0128	0.0010
ENSGACG00000002095_ENSGACT00000008995	sin	0.0000	0.0103	0.0010
ENSGACG00000002101_ENSGACT00000009006	ref	0.0053	0.0578	0.0910
ENSGACG00000002101_ENSGACT00000009006	pun	0.0027	0.0102	0.2684
ENSGACG00000002101_ENSGACT00000009006	sin	0.0000	0.0000	0.5577
ENSGACG00000002102_ENSGACT00000014883	ref	0.0000	0.0000	0.0407
ENSGACG00000002102_ENSGACT00000014883	pun	0.0000	0.0000	0.0010
ENSGACG00000002102_ENSGACT00000014883	sin	0.0000	0.0000	0.0010
ENSGACG00000002104_ENSGACT00000014854	ref	0.0000	0.0000	0.0010
ENSGACG00000002104_ENSGACT00000014854	pun	0.0000	0.0000	0.0010
ENSGACG00000002104_ENSGACT00000014854	sin	0.0000	0.0000	0.0010
ENSGACG00000002106_ENSGACT00000009032	ref	0.0392	0.2545	0.1540
ENSGACG00000002106_ENSGACT00000009032	pun	0.0095	0.1505	0.0632
ENSGACG00000002106_ENSGACT00000009032	sin	0.0097	0.0441	0.2193
ENSGACG00000002107_ENSGACT00000009177	ref	0.0061	0.2125	0.0285
ENSGACG00000002107_ENSGACT00000009177	pun	0.0139	0.0001	99.0000
ENSGACG00000002107_ENSGACT00000009177	sin	0.0070	0.0321	0.2173
ENSGACG00000002108_ENSGACT00000014864	ref	0.0149	0.0002	99.0000
ENSGACG00000002108_ENSGACT00000014864	pun	0.0074	0.0001	99.0000
ENSGACG00000002108_ENSGACT00000014864	sin	0.0074	0.0001	99.0000
ENSGACG00000002109_ENSGACT00000014864	ref	0.0000	0.0000	0.3427
ENSGACG00000002109_ENSGACT00000014864	pun	0.0000	0.0000	0.0010
ENSGACG00000002109_ENSGACT00000014864	sin	0.0000	0.0000	0.0010
ENSGACG00000002110_ENSGACT00000009204	ref	0.0152	0.2026	0.0753
ENSGACG00000002110_ENSGACT00000009204	pun	0.0044	0.0519	0.0847
ENSGACG00000002110_ENSGACT00000009204	sin	0.0017	0.0274	0.0637
ENSGACG00000002111_ENSGACT00000009204	ref	0.0102	0.2306	0.0444
ENSGACG00000002111_ENSGACT00000009204	pun	0.0013	0.0345	0.0389
ENSGACG00000002111_ENSGACT00000009204	sin	0.0020	0.0282	0.0719
ENSGACG00000002112_ENSGACT00000014817	ref	0.0243	0.3672	0.0662
ENSGACG00000002112_ENSGACT00000014817	pun	0.0018	0.0268	0.0676
