gene	species	dN	dS	dNdS
ENSGACG00000002887_ENSGACT00000012316	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000002899_ENSGACT00000012251	ref_chrXII	0.0000	0.0000	99.0000
ENSGACG00000002899_ENSGACT00000012251	sin	0.0218	0.0624	0.3494
ENSGACG00000002899_ENSGACT00000012251	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000002899_ENSGACT00000012251	tym	0.0194	0.0623	0.3110
ENSGACG00000002899_ENSGACT00000012251	X	0.0231	0.0621	0.3719
ENSGACG00000002899_ENSGACT00000012251	Xprivate	0.0000	0.0000	0.2176
ENSGACG00000002899_ENSGACT00000012251	Y	0.0218	0.0623	0.3502
ENSGACG00000002899_ENSGACT00000012251	Yprivate	0.0000	0.0000	0.2989
ENSGACG00000002903_ENSGACT00000012251	ref_chrXII	0.0019	0.0000	99.0000
ENSGACG00000002903_ENSGACT00000012251	sin	0.0383	0.0370	1.0351
ENSGACG00000002903_ENSGACT00000012251	sinprivate	0.0000	0.0000	0.8364
ENSGACG00000002903_ENSGACT00000012251	tym	0.0382	0.0231	1.6577
ENSGACG00000002903_ENSGACT00000012251	X	0.0387	0.0261	1.4816
ENSGACG00000002903_ENSGACT00000012251	Xprivate	0.0000	0.0000	1.3187
ENSGACG00000002903_ENSGACT00000012251	Y	0.0387	0.0261	1.4816
ENSGACG00000002903_ENSGACT00000012251	Yprivate	0.0000	0.0000	1.2771
ENSGACG00000002907_ENSGACT00000012233	ref_chrXII	0.0087	0.0431	0.2010
ENSGACG00000002907_ENSGACT00000012233	sin	0.0326	0.1353	0.2408
ENSGACG00000002907_ENSGACT00000012233	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000002907_ENSGACT00000012233	tym	0.0367	0.1601	0.2293
ENSGACG00000002907_ENSGACT00000012233	X	0.0400	0.1328	0.3013
ENSGACG00000002907_ENSGACT00000012233	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000002907_ENSGACT00000012233	Y	0.0319	0.1054	0.3028
ENSGACG00000002907_ENSGACT00000012233	Yprivate	0.0000	0.0000	0.2710
ENSGACG00000002926_ENSGACT00000012233	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000002926_ENSGACT00000012233	sin	0.0096	0.1621	0.0592
ENSGACG00000002926_ENSGACT00000012233	sinprivate	0.0000	0.0000	0.0324
ENSGACG00000002926_ENSGACT00000012233	tym	0.0095	0.1447	0.0655
ENSGACG00000002926_ENSGACT00000012233	X	0.0097	0.1789	0.0543
ENSGACG00000002926_ENSGACT00000012233	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000002926_ENSGACT00000012233	Y	0.0097	0.1789	0.0543
ENSGACG00000002926_ENSGACT00000012233	Yprivate	0.0000	0.0000	0.0542
ENSGACG00000002938_ENSGACT00000012111	ref_chrXII	0.0000	0.0060	0.0010
ENSGACG00000002938_ENSGACT00000012111	sin	0.0325	0.1892	0.1720
ENSGACG00000002938_ENSGACT00000012111	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000002938_ENSGACT00000012111	tym	0.0338	0.1902	0.1777
ENSGACG00000002938_ENSGACT00000012111	X	0.0325	0.2152	0.1512
ENSGACG00000002938_ENSGACT00000012111	Xprivate	0.0000	0.0000	0.2087
ENSGACG00000002938_ENSGACT00000012111	Y	0.0326	0.2049	0.1590
ENSGACG00000002938_ENSGACT00000012111	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000002941_ENSGACT00000012111	ref_chrXII	0.0000	0.0030	0.0010
ENSGACG00000002941_ENSGACT00000012111	sin	0.0137	0.1860	0.0739
ENSGACG00000002941_ENSGACT00000012111	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000002941_ENSGACT00000012111	tym	0.0131	0.1724	0.0759
ENSGACG00000002941_ENSGACT00000012111	X	0.0116	0.1971	0.0590
ENSGACG00000002941_ENSGACT00000012111	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000002941_ENSGACT00000012111	Y	0.0116	0.1868	0.0623
ENSGACG00000002941_ENSGACT00000012111	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000002961_ENSGACT00000012111	ref_chrXII	0.0000	0.0077	0.0010
ENSGACG00000002961_ENSGACT00000012111	sin	0.0098	0.2027	0.0484
ENSGACG00000002961_ENSGACT00000012111	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000002961_ENSGACT00000012111	tym	0.0098	0.2042	0.0480
ENSGACG00000002961_ENSGACT00000012111	X	0.0098	0.2024	0.0485
ENSGACG00000002961_ENSGACT00000012111	Xprivate	0.0000	0.0000	0.1379
ENSGACG00000002961_ENSGACT00000012111	Y	0.0098	0.2024	0.0485
ENSGACG00000002961_ENSGACT00000012111	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000002965_ENSGACT00000012111	ref_chrXII	0.0000	0.0254	0.0010
ENSGACG00000002965_ENSGACT00000012111	sin	0.0141	0.1884	0.0746
ENSGACG00000002965_ENSGACT00000012111	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000002965_ENSGACT00000012111	tym	0.0158	0.2158	0.0732
ENSGACG00000002965_ENSGACT00000012111	X	0.0156	0.1732	0.0902
ENSGACG00000002965_ENSGACT00000012111	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000002965_ENSGACT00000012111	Y	0.0156	0.1656	0.0943
ENSGACG00000002965_ENSGACT00000012111	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000002980_ENSGACT00000012051	ref_chrXII	0.0000	0.0000	0.0715
ENSGACG00000002980_ENSGACT00000012051	sin	0.0426	0.2376	0.1792
ENSGACG00000002980_ENSGACT00000012051	sinprivate	0.0000	0.0000	0.1060
ENSGACG00000002980_ENSGACT00000012051	tym	0.0463	0.2129	0.2176
ENSGACG00000002980_ENSGACT00000012051	X	0.0430	0.2063	0.2084
ENSGACG00000002980_ENSGACT00000012051	Xprivate	0.0000	0.0000	0.1167
ENSGACG00000002980_ENSGACT00000012051	Y	0.0430	0.2063	0.2084
ENSGACG00000002980_ENSGACT00000012051	Yprivate	0.0000	0.0000	0.1785
ENSGACG00000002982_ENSGACT00000012049	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000002982_ENSGACT00000012049	sin	0.0000	0.0000	0.0010
ENSGACG00000002982_ENSGACT00000012049	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000002982_ENSGACT00000012049	tym	0.0000	0.0000	0.0010
ENSGACG00000002982_ENSGACT00000012049	X	0.0000	0.0000	0.0010
ENSGACG00000002982_ENSGACT00000012049	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000002982_ENSGACT00000012049	Y	0.0000	0.0000	0.2912
ENSGACG00000002982_ENSGACT00000012049	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000002985_ENSGACT00000012042	ref_chrXII	0.0000	0.0058	0.0010
ENSGACG00000002985_ENSGACT00000012042	sin	0.0275	0.3706	0.0742
ENSGACG00000002985_ENSGACT00000012042	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000002985_ENSGACT00000012042	tym	0.0275	0.3784	0.0726
ENSGACG00000002985_ENSGACT00000012042	X	0.0284	0.3667	0.0774
ENSGACG00000002985_ENSGACT00000012042	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000002985_ENSGACT00000012042	Y	0.0275	0.3701	0.0743
ENSGACG00000002985_ENSGACT00000012042	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000002990_ENSGACT00000012037	ref_chrXII	0.0000	0.0000	1.9424
ENSGACG00000002990_ENSGACT00000012037	sin	0.0189	0.0002	99.0000
ENSGACG00000002990_ENSGACT00000012037	sinprivate	0.0000	0.0000	1.9146
ENSGACG00000002990_ENSGACT00000012037	tym	0.0189	0.0002	99.0000
ENSGACG00000002990_ENSGACT00000012037	X	0.0189	0.0002	99.0000
ENSGACG00000002990_ENSGACT00000012037	Xprivate	0.0000	0.0000	0.6605
ENSGACG00000002990_ENSGACT00000012037	Y	0.0189	0.0002	99.0000
ENSGACG00000002990_ENSGACT00000012037	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000002997_ENSGACT00000012012	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000002997_ENSGACT00000012012	sin	0.0000	0.0000	0.0010
ENSGACG00000002997_ENSGACT00000012012	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000002997_ENSGACT00000012012	tym	0.0000	0.0000	0.0246
ENSGACG00000002997_ENSGACT00000012012	X	0.0000	0.0000	0.0010
ENSGACG00000002997_ENSGACT00000012012	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000002997_ENSGACT00000012012	Y	0.0000	0.0000	0.0010
ENSGACG00000002997_ENSGACT00000012012	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000003002_ENSGACT00000012027	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000003002_ENSGACT00000012027	sin	0.0275	0.2715	0.1014
ENSGACG00000003002_ENSGACT00000012027	sinprivate	0.0000	0.0000	30.2661
ENSGACG00000003002_ENSGACT00000012027	tym	0.0279	0.3859	0.0723
ENSGACG00000003002_ENSGACT00000012027	X	0.0329	0.2265	0.1450
ENSGACG00000003002_ENSGACT00000012027	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000003002_ENSGACT00000012027	Y	0.0275	0.2224	0.1236
ENSGACG00000003002_ENSGACT00000012027	Yprivate	0.0000	0.0000	0.1199
ENSGACG00000003024_ENSGACT00000012012	ref_chrXII	0.0000	0.0328	0.0010
ENSGACG00000003024_ENSGACT00000012012	sin	0.0003	0.2616	0.0010
ENSGACG00000003024_ENSGACT00000012012	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003024_ENSGACT00000012012	tym	0.0003	0.2719	0.0010
ENSGACG00000003024_ENSGACT00000012012	X	0.0003	0.3064	0.0010
ENSGACG00000003024_ENSGACT00000012012	Xprivate	0.0000	0.0000	0.0888
ENSGACG00000003024_ENSGACT00000012012	Y	0.0002	0.2354	0.0010
ENSGACG00000003024_ENSGACT00000012012	Yprivate	0.0000	0.0000	0.0962
ENSGACG00000003036_ENSGACT00000011974	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000003036_ENSGACT00000011974	sin	0.0030	0.0838	0.0359
ENSGACG00000003036_ENSGACT00000011974	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000003036_ENSGACT00000011974	tym	0.0045	0.0787	0.0575
ENSGACG00000003036_ENSGACT00000011974	X	0.0030	0.0915	0.0325
ENSGACG00000003036_ENSGACT00000011974	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000003036_ENSGACT00000011974	Y	0.0030	0.0868	0.0342
ENSGACG00000003036_ENSGACT00000011974	Yprivate	0.0000	0.0000	0.1088
ENSGACG00000003042_ENSGACT00000011974	ref_chrXII	0.0015	0.0043	0.3489
ENSGACG00000003042_ENSGACT00000011974	sin	0.0055	0.1156	0.0476
ENSGACG00000003042_ENSGACT00000011974	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003042_ENSGACT00000011974	tym	0.0055	0.1178	0.0469
ENSGACG00000003042_ENSGACT00000011974	X	0.0063	0.1361	0.0460
ENSGACG00000003042_ENSGACT00000011974	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000003042_ENSGACT00000011974	Y	0.0033	0.1099	0.0300
ENSGACG00000003042_ENSGACT00000011974	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000003056_ENSGACT00000011974	ref_chrXII	0.0033	0.0259	0.1290
ENSGACG00000003056_ENSGACT00000011974	sin	0.0210	0.1633	0.1285
ENSGACG00000003056_ENSGACT00000011974	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003056_ENSGACT00000011974	tym	0.0229	0.1729	0.1324
ENSGACG00000003056_ENSGACT00000011974	X	0.0313	0.2016	0.1551
ENSGACG00000003056_ENSGACT00000011974	Xprivate	0.0000	0.0000	0.2965
ENSGACG00000003056_ENSGACT00000011974	Y	0.0209	0.1479	0.1416
ENSGACG00000003056_ENSGACT00000011974	Yprivate	0.0000	0.0000	0.1452
ENSGACG00000003068_ENSGACT00000011916	ref_chrXII	0.0001	0.0680	0.0010
ENSGACG00000003068_ENSGACT00000011916	sin	0.0082	0.1987	0.0415
ENSGACG00000003068_ENSGACT00000011916	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003068_ENSGACT00000011916	tym	0.0110	0.2622	0.0420
ENSGACG00000003068_ENSGACT00000011916	X	0.0083	0.3658	0.0228
ENSGACG00000003068_ENSGACT00000011916	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000003068_ENSGACT00000011916	Y	0.0082	0.1987	0.0415
ENSGACG00000003068_ENSGACT00000011916	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000003075_ENSGACT00000011906	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000003075_ENSGACT00000011906	sin	0.0078	0.1380	0.0567
ENSGACG00000003075_ENSGACT00000011906	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003075_ENSGACT00000011906	tym	0.0079	0.1445	0.0544
ENSGACG00000003075_ENSGACT00000011906	X	0.0087	0.1445	0.0604
ENSGACG00000003075_ENSGACT00000011906	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000003075_ENSGACT00000011906	Y	0.0087	0.1301	0.0669
ENSGACG00000003075_ENSGACT00000011906	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000003112_ENSGACT00000011874	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000003112_ENSGACT00000011874	sin	0.0116	0.0970	0.1198
ENSGACG00000003112_ENSGACT00000011874	sinprivate	0.0000	0.0000	0.0723
ENSGACG00000003112_ENSGACT00000011874	tym	0.0115	0.0932	0.1234
ENSGACG00000003112_ENSGACT00000011874	X	0.0092	0.1162	0.0790
ENSGACG00000003112_ENSGACT00000011874	Xprivate	0.0000	0.0000	0.0333
ENSGACG00000003112_ENSGACT00000011874	Y	0.0092	0.0993	0.0923
ENSGACG00000003112_ENSGACT00000011874	Yprivate	0.0000	0.0000	0.1582
ENSGACG00000003128_ENSGACT00000011816	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000003128_ENSGACT00000011816	sin	0.0231	0.2488	0.0930
ENSGACG00000003128_ENSGACT00000011816	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003128_ENSGACT00000011816	tym	0.0230	0.1882	0.1224
ENSGACG00000003128_ENSGACT00000011816	X	0.0193	0.2544	0.0760
ENSGACG00000003128_ENSGACT00000011816	Xprivate	0.0000	0.0000	0.0074
ENSGACG00000003128_ENSGACT00000011816	Y	0.0195	0.1973	0.0989
ENSGACG00000003128_ENSGACT00000011816	Yprivate	0.0000	0.0000	0.1574
ENSGACG00000003194_ENSGACT00000011800	ref_chrXII	0.0000	0.0031	0.0010
ENSGACG00000003194_ENSGACT00000011800	sin	0.0033	0.1280	0.0258
ENSGACG00000003194_ENSGACT00000011800	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003194_ENSGACT00000011800	tym	0.0041	0.1553	0.0265
ENSGACG00000003194_ENSGACT00000011800	X	0.0033	0.1416	0.0233
ENSGACG00000003194_ENSGACT00000011800	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000003194_ENSGACT00000011800	Y	0.0033	0.1285	0.0256
ENSGACG00000003194_ENSGACT00000011800	Yprivate	0.0000	0.0000	0.1171
ENSGACG00000003197_ENSGACT00000011803	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000003197_ENSGACT00000011803	sin	0.0001	0.0763	0.0010
ENSGACG00000003197_ENSGACT00000011803	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003197_ENSGACT00000011803	tym	0.0000	0.0422	0.0010
ENSGACG00000003197_ENSGACT00000011803	X	0.0000	0.0422	0.0010
ENSGACG00000003197_ENSGACT00000011803	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000003197_ENSGACT00000011803	Y	0.0001	0.0763	0.0010
ENSGACG00000003197_ENSGACT00000011803	Yprivate	0.0000	0.0000	0.0069
ENSGACG00000003221_ENSGACT00000011767	ref_chrXII	0.0021	0.0114	0.1877
ENSGACG00000003221_ENSGACT00000011767	sin	0.0128	0.1616	0.0793
ENSGACG00000003221_ENSGACT00000011767	sinprivate	0.0000	0.0000	0.0305
ENSGACG00000003221_ENSGACT00000011767	tym	0.0137	0.1585	0.0866
ENSGACG00000003221_ENSGACT00000011767	X	0.0195	0.1716	0.1133
ENSGACG00000003221_ENSGACT00000011767	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000003221_ENSGACT00000011767	Y	0.0115	0.1531	0.0752
ENSGACG00000003221_ENSGACT00000011767	Yprivate	0.0000	0.0000	0.1463
ENSGACG00000003225_ENSGACT00000011767	ref_chrXII	0.0000	0.0348	0.0010
ENSGACG00000003225_ENSGACT00000011767	sin	0.0128	0.1198	0.1069
ENSGACG00000003225_ENSGACT00000011767	sinprivate	0.0000	0.0000	0.0550
ENSGACG00000003225_ENSGACT00000011767	tym	0.0126	0.1341	0.0937
ENSGACG00000003225_ENSGACT00000011767	X	0.0105	0.1500	0.0702
ENSGACG00000003225_ENSGACT00000011767	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000003225_ENSGACT00000011767	Y	0.0128	0.1125	0.1135
ENSGACG00000003225_ENSGACT00000011767	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000003249_ENSGACT00000011687	ref_chrXII	0.0000	0.0124	0.0010
ENSGACG00000003249_ENSGACT00000011687	sin	0.0042	0.1980	0.0213
ENSGACG00000003249_ENSGACT00000011687	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003249_ENSGACT00000011687	tym	0.0042	0.1964	0.0216
ENSGACG00000003249_ENSGACT00000011687	X	0.0053	0.2074	0.0254
ENSGACG00000003249_ENSGACT00000011687	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000003249_ENSGACT00000011687	Y	0.0042	0.1969	0.0214
ENSGACG00000003249_ENSGACT00000011687	Yprivate	0.0000	0.0000	0.1153
ENSGACG00000003252_ENSGACT00000011653	ref_chrXII	0.0011	0.0091	0.1250
ENSGACG00000003252_ENSGACT00000011653	sin	0.0336	0.0602	0.5589
ENSGACG00000003252_ENSGACT00000011653	sinprivate	0.0000	0.0000	0.0631
ENSGACG00000003252_ENSGACT00000011653	tym	0.0325	0.0649	0.5012
ENSGACG00000003252_ENSGACT00000011653	X	0.0290	0.0575	0.5042
ENSGACG00000003252_ENSGACT00000011653	Xprivate	0.0000	0.0000	0.4514
ENSGACG00000003252_ENSGACT00000011653	Y	0.0315	0.0595	0.5286
ENSGACG00000003252_ENSGACT00000011653	Yprivate	0.0000	0.0000	0.4770
ENSGACG00000003255_ENSGACT00000011653	ref_chrXII	0.0000	0.0116	0.0010
ENSGACG00000003255_ENSGACT00000011653	sin	0.0047	0.1244	0.0374
ENSGACG00000003255_ENSGACT00000011653	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003255_ENSGACT00000011653	tym	0.0054	0.1157	0.0464
ENSGACG00000003255_ENSGACT00000011653	X	0.0059	0.1315	0.0449
ENSGACG00000003255_ENSGACT00000011653	Xprivate	0.0000	0.0000	0.3973
ENSGACG00000003255_ENSGACT00000011653	Y	0.0052	0.1130	0.0458
ENSGACG00000003255_ENSGACT00000011653	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000003255_ENSGACT00000011662	ref_chrXII	0.0000	0.0058	0.0010
ENSGACG00000003255_ENSGACT00000011662	sin	0.0188	0.2180	0.0862
ENSGACG00000003255_ENSGACT00000011662	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003255_ENSGACT00000011662	tym	0.0187	0.2106	0.0890
ENSGACG00000003255_ENSGACT00000011662	X	0.0170	0.1928	0.0880
ENSGACG00000003255_ENSGACT00000011662	Xprivate	0.0000	0.0000	0.0715
ENSGACG00000003255_ENSGACT00000011662	Y	0.0152	0.1762	0.0862
ENSGACG00000003255_ENSGACT00000011662	Yprivate	0.0000	0.0000	0.1439
ENSGACG00000003275_ENSGACT00000011653	ref_chrXII	0.0000	0.0046	0.0010
ENSGACG00000003275_ENSGACT00000011653	sin	0.0091	0.1977	0.0459
ENSGACG00000003275_ENSGACT00000011653	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003275_ENSGACT00000011653	tym	0.0133	0.1962	0.0676
ENSGACG00000003275_ENSGACT00000011653	X	0.0136	0.1902	0.0716
ENSGACG00000003275_ENSGACT00000011653	Xprivate	0.0000	0.0000	0.1261
ENSGACG00000003275_ENSGACT00000011653	Y	0.0091	0.1977	0.0459
ENSGACG00000003275_ENSGACT00000011653	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000003278_ENSGACT00000011653	ref_chrXII	0.0000	0.0000	0.2412
ENSGACG00000003278_ENSGACT00000011653	sin	0.0483	0.1794	0.2691
ENSGACG00000003278_ENSGACT00000011653	sinprivate	0.0000	0.0000	0.2115
ENSGACG00000003278_ENSGACT00000011653	tym	0.0473	0.1349	0.3507
ENSGACG00000003278_ENSGACT00000011653	X	0.0595	0.1927	0.3090
ENSGACG00000003278_ENSGACT00000011653	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000003278_ENSGACT00000011653	Y	0.0483	0.1794	0.2691
ENSGACG00000003278_ENSGACT00000011653	Yprivate	0.0000	0.0000	0.1635
ENSGACG00000003293_ENSGACT00000011613	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000003293_ENSGACT00000011613	sin	0.0001	0.1174	0.0010
ENSGACG00000003293_ENSGACT00000011613	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003293_ENSGACT00000011613	tym	0.0076	0.2060	0.0368
ENSGACG00000003293_ENSGACT00000011613	X	0.0001	0.1174	0.0010
ENSGACG00000003293_ENSGACT00000011613	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000003293_ENSGACT00000011613	Y	0.0001	0.1174	0.0010
ENSGACG00000003293_ENSGACT00000011613	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000003298_ENSGACT00000011590	ref_chrXII	0.0072	0.0001	99.0000
ENSGACG00000003298_ENSGACT00000011590	sin	0.0191	0.1588	0.1204
ENSGACG00000003298_ENSGACT00000011590	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003298_ENSGACT00000011590	tym	0.0127	0.1749	0.0727
ENSGACG00000003298_ENSGACT00000011590	X	0.0128	0.1527	0.0839
ENSGACG00000003298_ENSGACT00000011590	Xprivate	0.0000	0.0000	0.0997
ENSGACG00000003298_ENSGACT00000011590	Y	0.0095	0.1438	0.0657
ENSGACG00000003298_ENSGACT00000011590	Yprivate	0.0000	0.0000	0.0124
ENSGACG00000003301_ENSGACT00000011590	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000003301_ENSGACT00000011590	sin	0.0019	0.1445	0.0133
ENSGACG00000003301_ENSGACT00000011590	sinprivate	0.0000	0.0000	4.1265
ENSGACG00000003301_ENSGACT00000011590	tym	0.0019	0.1385	0.0138
ENSGACG00000003301_ENSGACT00000011590	X	0.0029	0.1483	0.0194
ENSGACG00000003301_ENSGACT00000011590	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000003301_ENSGACT00000011590	Y	0.0019	0.1384	0.0138
ENSGACG00000003301_ENSGACT00000011590	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000003322_ENSGACT00000011574	ref_chrXII	0.0000	0.0096	0.0010
ENSGACG00000003322_ENSGACT00000011574	sin	0.0001	0.1491	0.0010
ENSGACG00000003322_ENSGACT00000011574	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003322_ENSGACT00000011574	tym	0.0001	0.1493	0.0010
ENSGACG00000003322_ENSGACT00000011574	X	0.0002	0.1575	0.0010
ENSGACG00000003322_ENSGACT00000011574	Xprivate	0.0000	0.0000	0.0763
ENSGACG00000003322_ENSGACT00000011574	Y	0.0001	0.1378	0.0010
ENSGACG00000003322_ENSGACT00000011574	Yprivate	0.0000	0.0000	0.0553
ENSGACG00000003323_ENSGACT00000011574	ref_chrXII	0.0000	0.0111	0.0010
ENSGACG00000003323_ENSGACT00000011574	sin	0.0085	0.2384	0.0356
ENSGACG00000003323_ENSGACT00000011574	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003323_ENSGACT00000011574	tym	0.0085	0.2602	0.0327
ENSGACG00000003323_ENSGACT00000011574	X	0.0073	0.2555	0.0285
ENSGACG00000003323_ENSGACT00000011574	Xprivate	0.0000	0.0000	0.1000
ENSGACG00000003323_ENSGACT00000011574	Y	0.0061	0.2201	0.0275
ENSGACG00000003323_ENSGACT00000011574	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000003339_ENSGACT00000011535	ref_chrXII	0.0010	0.0055	0.1765
ENSGACG00000003339_ENSGACT00000011535	sin	0.0207	0.0915	0.2263
ENSGACG00000003339_ENSGACT00000011535	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003339_ENSGACT00000011535	tym	0.0249	0.0963	0.2587
ENSGACG00000003339_ENSGACT00000011535	X	0.0228	0.1120	0.2038
ENSGACG00000003339_ENSGACT00000011535	Xprivate	0.0000	0.0000	0.2694
ENSGACG00000003339_ENSGACT00000011535	Y	0.0217	0.0947	0.2289
ENSGACG00000003339_ENSGACT00000011535	Yprivate	0.0000	0.0000	0.2947
ENSGACG00000003339_ENSGACT00000011540	ref_chrXII	0.0008	0.0044	0.1773
ENSGACG00000003339_ENSGACT00000011540	sin	0.0194	0.0881	0.2207
ENSGACG00000003339_ENSGACT00000011540	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000003339_ENSGACT00000011540	tym	0.0219	0.0955	0.2294
ENSGACG00000003339_ENSGACT00000011540	X	0.0203	0.1049	0.1934
ENSGACG00000003339_ENSGACT00000011540	Xprivate	0.0000	0.0000	0.2475
ENSGACG00000003339_ENSGACT00000011540	Y	0.0194	0.0911	0.2127
ENSGACG00000003339_ENSGACT00000011540	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000003349_ENSGACT00000011490	ref_chrXII	0.0027	0.0000	99.0000
ENSGACG00000003349_ENSGACT00000011490	sin	0.0474	0.1310	0.3619
ENSGACG00000003349_ENSGACT00000011490	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000003349_ENSGACT00000011490	tym	0.0540	0.1473	0.3667
ENSGACG00000003349_ENSGACT00000011490	X	0.0563	0.1340	0.4204
ENSGACG00000003349_ENSGACT00000011490	Xprivate	0.0000	0.0000	0.3504
ENSGACG00000003349_ENSGACT00000011490	Y	0.0535	0.1346	0.3977
ENSGACG00000003349_ENSGACT00000011490	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000003354_ENSGACT00000011514	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000003354_ENSGACT00000011514	sin	0.0168	0.5346	0.0313
ENSGACG00000003354_ENSGACT00000011514	sinprivate	0.0000	0.0000	0.0196
ENSGACG00000003354_ENSGACT00000011514	tym	0.0337	0.6161	0.0547
ENSGACG00000003354_ENSGACT00000011514	X	0.0256	0.5197	0.0493
ENSGACG00000003354_ENSGACT00000011514	Xprivate	0.0000	0.0000	0.0025
ENSGACG00000003354_ENSGACT00000011514	Y	0.0168	0.5346	0.0313
ENSGACG00000003354_ENSGACT00000011514	Yprivate	0.0000	0.0000	0.0659
ENSGACG00000003359_ENSGACT00000011495	ref_chrXII	0.0000	0.0000	99.0000
ENSGACG00000003359_ENSGACT00000011495	sin	0.0000	0.0000	2.1647
ENSGACG00000003359_ENSGACT00000011495	sinprivate	0.0000	0.0000	1.6732
ENSGACG00000003359_ENSGACT00000011495	tym	0.0000	0.0000	99.0000
ENSGACG00000003359_ENSGACT00000011495	X	0.0000	0.0000	99.0000
ENSGACG00000003359_ENSGACT00000011495	Xprivate	0.0000	0.0000	99.0000
